"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BCEI","Bonanza Creek Energy, Inc.","28.07","$576.59M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bcei",
"BNSO","Bonso Electronics International, Inc.","2.84","$13.38M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bnso",
"BKNG","Booking Holdings Inc.","1807.17","$85.79B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bkng",
"BOOT","Boot Barn Holdings, Inc.","27.13","$759.53M","2014","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/boot",
"BAH","Booz Allen Hamilton Holding Corporation","47.7","$6.8B","2010","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/bah",
"BWA","BorgWarner Inc.","37.85","$7.91B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/bwa",
"BRQS","Borqs Technologies, Inc. ","4.4","$137.73M","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/brqs",
"SAM","Boston Beer Company, Inc. (The)","265.79","$3.12B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/sam",
"BOMN","Boston Omaha Corporation","26.82","$591.75M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bomn",
"BPFH","Boston Private Financial Holdings, Inc.","13.18","$1.11B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfh",
"BPFHW","Boston Private Financial Holdings, Inc.","8.03","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bpfhw",
"BXP","Boston Properties, Inc.","114.7","$17.71B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bxp",
"BXP^B","Boston Properties, Inc.","22.9","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bxp^b",
"BSX","Boston Scientific Corporation","36.99","$51.15B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bsx",
"EPAY","Bottomline Technologies, Inc.","65.37","$2.77B","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/epay",
"BVX","Bovie Medical Corporation","5.81","$192.91M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bvx",
"BWL.A","Bowl America, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bwl.a",
"BOX","Box, Inc.","19.21","$2.72B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/box",
"BOXL","Boxlight Corporation","2.315","$23.28M","2017","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/boxl",
"BYD","Boyd Gaming Corporation","31.84","$3.57B","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/byd",
"BPMP","BP Midstream Partners LP","17.79","$1.86B","2017","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpmp",
"BP","BP p.l.c.","44.55","$148.97B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","36.41","$779.17M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bpt",
"BRC","Brady Corporation","39.96","$2.08B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/brc",
"BBRX","Braeburn Pharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bbrx",
"BHR","Braemar Hotels & Resorts Inc.","10.01","$325.34M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bhr",
"BHR^B","Braemar Hotels & Resorts Inc.","18.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bhr^b",
"BCLI","Brainstorm Cell Therapeutics Inc.","3.55","$73.38M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcli",
"BVNSC","Brandes Investment Trust","99.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bvnsc",
"BDN","Brandywine Realty Trust","14.52","$2.59B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bdn",
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","10.57","$221.86M","2012","n/a","n/a","https://www.nasdaq.com/symbol/bwg",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","3.51","$188.85M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lnd",
"BAK","Braskem S.A.","27.68","$11.01B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/bak",
"BRFS","BRF S.A.","5.59","$4.54B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/brfs",
"BDGE","Bridge Bancorp, Inc.","30.7","$607.41M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bdge",
"BLIN          ","Bridgeline Digital, Inc.","0.86","$3.65M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blin",
"BPI","Bridgepoint Education, Inc.","9.45","$255.04M","2009","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bpi",
"BWB","Bridgewater Bancshares, Inc.","12.54","$377.06M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/bwb",
"BRID","Bridgford Foods Corporation","16.61","$150.77M","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/brid",
"BGG","Briggs & Stratton Corporation","17.37","$736.27M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bgg",
"BFAM","Bright Horizons Family Solutions Inc.","112.78","$6.54B","2013","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/bfam",
"BEDU","Bright Scholar Education Holdings Limited","10.68","$1.25B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bedu",
"BCOV","Brightcove Inc.","7.72","$277.29M","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/bcov",
"BHF","Brighthouse Financial, Inc.","42.99","$5.15B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhf",
"BHFAL","Brighthouse Financial, Inc.","24.6","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/bhfal",
"BSA","BrightSphere Investment Group plc","21.8228","n/a","2016","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsa",
"BSIG","BrightSphere Investment Group plc","12.15","$1.3B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsig",
"BV","BrightView Holdings, Inc.","14.21","$1.46B","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bv",
"EAT","Brinker International, Inc.","45.16","$1.75B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","64.95","$3.31B","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","57.51","$93.85B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmy",
"BRS","Bristow Group Inc","12.15","$434.55M","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/brs",
"BTI","British American Tobacco p.l.c.","43.27","$99.25B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bti",
"BRX","Brixmor Property Group Inc.","15.35","$4.65B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brx",
"AVGO","Broadcom Inc.","232.95","$96.31B","2009","Technology","Semiconductors","https://www.nasdaq.com/symbol/avgo",
"BR","Broadridge Financial Solutions, Inc.","117.35","$13.67B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/br",
"BVSN","BroadVision, Inc.","1.8999","$9.5M","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","1.33","$36.47M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","2.15","$33.26M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bwen",
"BKD","Brookdale Senior Living Inc.","8.88","$1.67B","2005","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","41.82","$41.51B","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","41.66","$2.76B","2016","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/bbu",
"DTLA^","Brookfield DTLA Inc.","22.69","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dtla^",
"INF","Brookfield Global Listed Infrastructure Income Fund","11.71","$161.59M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","39.82","$11.02B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/bip",
"BPY","Brookfield Property Partners L.P.","19.57","$7.28B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/bpy",
"BPR","Brookfield Property REIT Inc.","19.53","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bpr",
"BPRAP","Brookfield Property REIT Inc.","24.61","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bprap",
"RA","Brookfield Real Assets Income Fund Inc.","22.35","$815.51M","2016","n/a","n/a","https://www.nasdaq.com/symbol/ra",
"BEP","Brookfield Renewable Partners L.P.","29.28","$5.28B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",
"BRKL","Brookline Bancorp, Inc.","15.91","$1.28B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","30.27","$2.14B","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/brks",
"BRO","Brown & Brown, Inc.","27.91","$7.79B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bf.b",
"DOOO","BRP Inc.","43.65","$1.94B","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/dooo",
"BRT","BRT Apartments Corp.","11.12","$174.3M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brt",
"BRKR","Bruker Corporation","31.42","$4.91B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/brkr",
"BC","Brunswick Corporation","59.65","$5.17B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bc",
"BC^A","Brunswick Corporation","25.01","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bc^a",
"BMTC","Bryn Mawr Bank Corporation","44.2","$894.85M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","31.16","$303.86M","2011","Finance","Major Banks","https://www.nasdaq.com/symbol/blmt",
"BSQR","BSQUARE Corporation","2.19","$27.84M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bsqr",
"BT","BT Group plc","15.5","$30.76B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","34.83","$5.34B","1986","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","19.81","$971.05M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","13.89","$3.53B","1996","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","8.17","$122.32M","2004","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/bbw",
"BLDR","Builders FirstSource, Inc.","13.09","$1.5B","2005","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bldr",
"BG","Bunge Limited","67.21","$9.48B","2001","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","155.48","$10.5B","2013","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/burl",
"BFST","Business First Bancshares, Inc.","26.09","$300.9M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bfst",
"BWXT","BWX Technologies, Inc.","57.51","$5.73B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","21.23","$768.93M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/by",
"CFFI","C&F Financial Corporation","54.47","$190.82M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cffi",
"CJ","C&J Energy Services, Inc","19.91","$1.36B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/cj",
"CHRW","C.H. Robinson Worldwide, Inc.","91.68","$12.7B","1997","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","43.7","$18.27B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ca",
"GYB","CABCO Series 2004-101 Trust","22.25","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","8.9542","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/pfh",
"CABO","Cable One, Inc.","835.66","$4.77B","2015","Consumer Services","Television Services","https://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","53.41","$3.29B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cbt",
"CCMP","Cabot Microelectronics Corporation","94.44","$2.41B","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/ccmp",
"COG","Cabot Oil & Gas Corporation","23.38","$10.31B","1990","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","176.94","$4.38B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/caci",
"WHD","Cactus, Inc.","37.17","$2.78B","2018","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/whd",
"CADE","Cadence Bancorporation","23.71","$1.98B","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cade",
"CDNS","Cadence Design Systems, Inc.","39.99","$11.31B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cdns",
"CDZI","Cadiz, Inc.","11.01","$269.2M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cdzi",
"CAE","CAE Inc","18.86","$5.03B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cae",
"CZR","Caesars Entertainment Corporation","9.03","$6.03B","2012","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/czr",
"CSTE","Caesarstone Ltd.","16.9","$580.49M","2012","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","1.46","$25.02M","2012","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/prss",
"CAI","CAI International, Inc.","20.73","$400.22M","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/cai",
"CAI^A","CAI International, Inc.","25.29","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^a",
"CAI^B","CAI International, Inc.","25.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cai^b",
"CLBS","Caladrius Biosciences, Inc.","4.96","$48.24M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/clbs",
"CHY","Calamos Convertible and High Income Fund","10.91","$796.52M","2003","n/a","n/a","https://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","10.22","$723.13M","2002","n/a","n/a","https://www.nasdaq.com/symbol/chi",
"CCD","Calamos Dynamic Convertible & Income Fund","19.36","$472.09M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ccd",
"CHW","Calamos Global Dynamic Income Fund","7.83","$462.33M","2007","n/a","n/a","https://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","11.97","$101.62M","2005","n/a","n/a","https://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","12.14","$1.88B","2004","n/a","n/a","https://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","19.44","$675.75M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","93.35","$1.64B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/cvgw",
"CMCL","Caledonia Mining Corporation Plc","6.2357","$66.12M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/cmcl",
"CAL","Caleres, Inc.","34.23","$1.48B","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/cal",
"CRC","California Resources Corporation","39.3","$1.9B","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","40.48","$1.95B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/cwt",
"CALA","Calithera Biosciences, Inc.","6.05","$217.72M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cala",
"CALX","Calix, Inc","7.19","$381.64M","2010","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","23.27","$2.2B","1992","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","12.41","$2.82B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpe",
"CPE^A","Callon Petroleum Company","50.94","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cpe^a",
"CALM","Cal-Maine Foods, Inc.","45.52","$2.21B","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","5.88","$453.34M","2006","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/clmt",
"CRUSC","Calvert Management Series","100.02","$100.02M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crusc",
"CLXT","Calyxt, Inc.","13.8","$446.38M","2017","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/clxt",
"CEI","Camber Energy, Inc.","0.2223","$16.42M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cei",
"ABCD","Cambium Learning Group, Inc.","12.07","$570.39M","n/a","Consumer Services","Publishing","https://www.nasdaq.com/symbol/abcd",
"CBM","Cambrex Corporation","60.23","$2B","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbm",
"CATC","Cambridge Bancorp","83.24","$341.65M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","42.14","$656.38M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cac",
"CPT","Camden Property Trust","89.23","$8.28B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","11.5","$4.55B","1996","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","37.1","$11.15B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/cpb",
"CWH","Camping World Holdings, Inc.","21.34","$1.87B","2016","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cwh",
"CAMT","Camtek Ltd.","7.41","$268.21M","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/camt",
"GOOS","Canada Goose Holdings Inc.","50.44","$2.45B","2017","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/goos",
"CM","Canadian Imperial Bank of Commerce","88.68","$39.34B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","84.81","$62.01B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","29.04","$35.38B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","207.39","$29.57B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/cp",
"CSIQ","Canadian Solar Inc.","14.27","$835.96M","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","0.839","$23.28M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cgix",
"CANF","Can-Fite Biopharma Ltd","1.2496","$25.22M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/canf",
"CANG","Cango Inc.","9.7279","$1.47B","2018","n/a","n/a","https://www.nasdaq.com/symbol/cang",
"CNNE","Cannae Holdings, Inc.","19.47","$1.4B","2017","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cnne",
"CAJ","Canon, Inc.","30.86","$33.32B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/caj",
"CGC","Canopy Growth Corporation","49.8","$11.46B","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cgc",
"CMD","Cantel Medical Corp.","84.72","$3.53B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cmd",
"CPHC","Canterbury Park Holding Corporation","14.93","$67.13M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/cphc",
"CBNK","Capital Bancorp, Inc.","12.8","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","23.11","$394.16M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccbg",
"COF","Capital One Financial Corporation","90.79","$43.44B","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/cof",
"COF.WS","Capital One Financial Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof.ws",
"COF^C","Capital One Financial Corporation","25.21","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cof^c",
"COF^D","Capital One Financial Corporation","26","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^d",
"COF^F","Capital One Financial Corporation","25.17","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^f",
"COF^G","Capital One Financial Corporation","22.83","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^g",
"COF^H","Capital One Financial Corporation","25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^h",
"COF^P","Capital One Financial Corporation","24.82","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cof^p",
"CPLP","Capital Product Partners L.P.","2.76","$351.2M","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CSU","Capital Senior Living Corporation","8.43","$262.82M","1997","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/csu",
"CSWC","Capital Southwest Corporation","19.01","$309.73M","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.2","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswcl",
"BXMT","Capital Trust, Inc.","32.31","$3.82B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bxmt",
"CPTA","Capitala Finance Corp.","8.54","$136.65M","2013","n/a","n/a","https://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","24.55","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25.035","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","12.24","$1.69B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cffn",
"CIC","Capitol Investment Corp. IV","9.95","$118.63M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/cic",
"CIC.U","Capitol Investment Corp. IV","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/cic.u",
"CIC.WS","Capitol Investment Corp. IV","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cic.ws",
"CAPR","Capricor Therapeutics, Inc.","0.9221","$28.35M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","15.6","$186.94M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/cstr",
"CMO","Capstead Mortgage Corporation","7.37","$681.75M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","24.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmo^e",
"CPST","Capstone Turbine Corporation","0.949","$60.92M","2000","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","19.34","$759.88M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cara",
"CRR","Carbo Ceramics, Inc.","6.66","$184.75M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/crr",
"CBLK","Carbon Black, Inc.","17.82","$1.21B","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cblk",
"CARB","Carbonite, Inc.","33.7","$1.13B","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/carb",
"CAH","Cardinal Health, Inc.","51.63","$15.48B","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/cah",
"CSII","Cardiovascular Systems, Inc.","34.77","$1.21B","1981","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/csii",
"CDLX","Cardlytics, Inc.","20.03","$426.58M","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cdlx",
"CATM","Cardtronics plc","32.49","$1.5B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/catm",
"CRCM","Care.com, Inc.","18.12","$566.51M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/crcm",
"CDNA","CareDx, Inc.","22.22","$807.61M","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","13.52","$942.66M","1998","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","16.8","$1.36B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","42.86","$4.69B","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/carg",
"CSL","Carlisle Companies Incorporated","106.11","$6.34B","n/a","Basic Industries","Specialty Chemicals","https://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","67.86","$11.85B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","58.24","$42.23B","1987","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","57.84","$41.92B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/cuk",
"CARO","Carolina Financial Corporation","34.55","$781.22M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caro",
